server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_1,20:59:30,21:00:00,57.91,64.11,
server_1,20:59:40,21:00:10,53.81,57.91,
server_1,20:59:50,21:00:20,39.68,64.71,
server_1,21:00:00,21:00:30,32.25,67.15,
server_1,21:00:10,21:00:40,40.04,78.42,
server_1,21:00:20,21:00:50,53.71,70.99,
server_1,21:00:30,21:01:00,58.7,66.13,
server_1,21:00:40,21:01:10,55.14,56.82,
server_1,21:00:50,21:01:20,55.57,53.72,
server_1,21:01:00,21:01:30,54.41,50.04,
server_1,21:01:10,21:01:40,54.73,51.71,
server_1,21:01:20,21:01:50,59.79,56.92,
server_1,21:01:30,21:02:00,57.95,72.26,
server_1,21:01:40,21:02:10,58.22,78.18,
server_1,21:01:50,21:02:20,55.22,62.83,
server_1,21:02:00,21:02:30,60.39,55.96,
server_1,21:02:10,21:02:40,50.82,44.27,
server_1,21:02:20,21:02:50,41.74,49.73,
server_1,21:02:30,21:03:00,47.85,48.93,
server_1,21:02:40,21:03:10,48.28,64.29,
server_1,21:02:50,21:03:20,56.09,67.08,
server_1,21:03:00,21:03:30,50.9,71.09,
server_1,21:03:10,21:03:40,67.58,71.56,
server_1,21:03:20,21:03:50,77.22,72.59,
server_1,21:03:30,21:04:00,77.15,63.84,
server_1,21:03:40,21:04:10,58.9,43.05,
server_1,21:03:50,21:04:20,47.81,44.93,
server_1,21:04:00,21:04:30,55.34,53.88,
server_1,21:04:10,21:04:40,60.39,73.68,
server_1,21:04:20,21:04:50,58.44,71.82,
server_1,21:04:30,21:05:00,51.71,69.53,
server_1,21:04:40,21:05:10,43.27,64.74,
server_1,21:04:50,21:05:20,45.95,63.42,
server_1,21:05:00,21:05:30,43.65,56.17,
server_1,21:05:10,21:05:40,56.62,47.4,
server_1,21:05:20,21:05:50,45.19,49.85,
server_1,21:05:30,21:06:00,40.39,47.98,
server_1,21:05:40,21:06:10,37.02,49.85,
server_1,21:05:50,21:06:20,41.98,42.21,
server_1,21:06:00,21:06:30,42.81,46.65,
server_1,21:06:10,21:06:40,33.36,51.1,
server_1,21:06:20,21:06:50,29.45,44.09,
server_1,21:06:30,21:07:00,26.02,37.54,
server_1,21:06:40,21:07:10,40.5,35.38,
server_1,21:06:50,21:07:20,54.16,48.7,
server_1,21:07:00,21:07:30,63.74,56.29,
server_1,21:07:10,21:07:40,53.04,58.43,
server_1,21:07:20,21:07:50,45.6,59.8,
server_1,21:07:30,21:08:00,44.58,47.06,
server_1,21:07:40,21:08:10,49.14,39.75,
server_1,21:07:50,21:08:20,49.59,34.38,
server_1,21:08:00,21:08:30,52.79,47.44,
server_1,21:08:10,21:08:40,53.34,42.59,
server_1,21:08:20,21:08:50,49.65,51.91,
server_1,21:08:30,21:09:00,50.51,43.1,
server_1,21:08:40,21:09:10,49.76,52.63,
server_1,21:08:50,21:09:20,48.33,46.16,
server_1,21:09:00,21:09:30,36.34,58.92,
server_1,21:09:10,21:09:40,36.61,59.02,
server_1,21:09:20,21:09:50,54.19,51.32,
server_1,21:09:30,21:10:00,70.54,40.71,
server_1,21:09:40,21:10:10,83.58,38.75,CPU spike suspected
server_1,21:09:50,21:10:20,78.14,37.7,
server_1,21:10:00,21:10:30,66.61,39.94,
server_1,21:10:10,21:10:40,49.9,39.68,
server_1,21:10:20,21:10:50,47.37,52.94,
server_1,21:10:30,21:11:00,51.01,49.77,
server_1,21:10:40,21:11:10,61.19,55.09,
server_1,21:10:50,21:11:20,54.69,62.1,
server_1,21:11:00,21:11:30,60.89,62.36,
server_1,21:11:10,21:11:40,45.82,47,
server_1,21:11:20,21:11:50,49.37,39.44,
server_1,21:11:30,21:12:00,46.59,36.59,
server_1,21:11:40,21:12:10,56.16,50.25,
server_1,21:11:50,21:12:20,51.84,41.75,
server_1,21:12:00,21:12:30,43.14,46.32,
server_1,21:12:10,21:12:40,50.48,55.04,
server_1,21:12:20,21:12:50,54.37,65.37,
server_1,21:12:30,21:13:00,69.76,60.03,
server_1,21:12:40,21:13:10,56.98,43.42,
server_1,21:12:50,21:13:20,55.98,31.72,
server_1,21:13:00,21:13:30,51.97,45.8,
server_1,21:13:10,21:13:40,62.07,53.59,
server_1,21:13:20,21:13:50,66.5,60.53,
server_1,21:13:30,21:14:00,57.85,52.41,
server_1,21:13:40,21:14:10,47.71,55.54,
server_1,21:13:50,21:14:20,42.07,62.08,
server_1,21:14:00,21:14:30,44.29,77.49,
server_1,21:14:10,21:14:40,54.03,61.99,
server_1,21:14:20,21:14:50,63.7,53.84,
server_1,21:14:30,21:15:00,63.66,48.18,
server_1,21:14:40,21:15:10,55.64,55.75,
server_1,21:14:50,21:15:20,45.42,54.37,
server_1,21:15:00,21:15:30,45.28,48.2,
server_1,21:15:10,21:15:40,48.84,52.62,
server_1,21:15:20,21:15:50,52.16,56.94,
server_1,21:15:30,21:16:00,52.68,61.84,
server_1,21:15:40,21:16:10,40.81,58.52,
server_1,21:15:50,21:16:20,47.22,48.6,
server_1,21:16:00,21:16:30,52.5,38.24,
server_1,21:16:10,21:16:40,62.7,39.99,
server_1,21:16:20,21:16:50,66.23,44.83,
server_1,21:16:30,21:17:00,56.13,48.4,
server_1,21:16:40,21:17:10,51.35,40.55,
server_1,21:16:50,21:17:20,41.68,43.12,
server_1,21:17:00,21:17:30,44.22,40.83,
server_1,21:17:10,21:17:40,47.88,45.2,
server_1,21:17:20,21:17:50,48.55,48.13,
server_1,21:17:30,21:18:00,62.69,64.97,
server_1,21:17:40,21:18:10,74.83,57.65,
server_1,21:17:50,21:18:20,66.13,48.61,
server_1,21:18:00,21:18:30,47.78,44.28,
server_1,21:18:10,21:18:40,44.74,57.5,
server_1,21:18:20,21:18:50,48.09,60.57,
server_1,21:18:30,21:19:00,48.33,56,
server_1,21:18:40,21:19:10,30.37,58.75,
server_1,21:18:50,21:19:20,47.61,75.01,
server_1,21:19:00,21:19:30,56.34,73.02,
server_1,21:19:10,21:19:40,74.88,74.47,
server_1,21:19:20,21:19:50,61.13,60.85,
server_1,21:19:30,21:20:00,64.14,51.82,
server_1,21:19:40,21:20:10,65.9,54.05,
server_1,21:19:50,21:20:20,69.27,58.78,
server_1,21:20:00,21:20:30,65.21,69.4,
server_1,21:20:10,21:20:40,45.26,74.32,
server_1,21:20:20,21:20:50,36.14,62.84,
server_1,21:20:30,21:21:00,39.85,52.87,
server_1,21:20:40,21:21:10,51.7,38.9,
server_1,21:20:50,21:21:20,53.47,42.57,
server_1,21:21:00,21:21:30,50.12,53.2,
server_1,21:21:10,21:21:40,47.58,49.79,
server_1,21:21:20,21:21:50,66,65.07,
server_1,21:21:30,21:22:00,71.86,57.53,
server_1,21:21:40,21:22:10,76.55,50.4,
server_1,21:21:50,21:22:20,67.93,38.34,
server_1,21:22:00,21:22:30,67.48,49.94,
server_1,21:22:10,21:22:40,66.97,65.04,
server_1,21:22:20,21:22:50,62.42,62.42,
server_1,21:22:30,21:23:00,43.44,57.26,
server_1,21:22:40,21:23:10,40.79,45.94,
server_1,21:22:50,21:23:20,48.91,44.22,
server_1,21:23:00,21:23:30,58.08,37.12,
server_1,21:23:10,21:23:40,57.93,43.79,
server_1,21:23:20,21:23:50,39.4,50.75,
server_1,21:23:30,21:24:00,28.11,56.7,
server_1,21:23:40,21:24:10,43,56.56,
server_1,21:23:50,21:24:20,59.16,49.64,
server_1,21:24:00,21:24:30,68.3,45.2,
server_1,21:24:10,21:24:40,54.71,46.02,
server_1,21:24:20,21:24:50,50.4,41.8,
server_1,21:24:30,21:25:00,55,40.17,
server_1,21:24:40,21:25:10,67.94,41.17,
server_1,21:24:50,21:25:20,60.08,55.58,
server_1,21:25:00,21:25:30,61.83,62.97,
server_1,21:25:10,21:25:40,43.35,62.05,
server_1,21:25:20,21:25:50,51.36,57.58,
server_1,21:25:30,21:26:00,43.45,65.23,
server_1,21:25:40,21:26:10,52.69,70.61,
server_1,21:25:50,21:26:20,53.15,71.03,
server_1,21:26:00,21:26:30,57.01,59.59,
server_1,21:26:10,21:26:40,53.92,54.35,
server_1,21:26:20,21:26:50,45.38,59.74,
server_1,21:26:30,21:27:00,48.69,53.09,
server_1,21:26:40,21:27:10,48.65,53.2,
server_1,21:26:50,21:27:20,55.47,46.41,
server_1,21:27:00,21:27:30,55.1,55.48,
server_1,21:27:10,21:27:40,53.51,45.82,
server_1,21:27:20,21:27:50,47.21,34.99,
server_1,21:27:30,21:28:00,42.41,29.61,
server_1,21:27:40,21:28:10,43.17,35.41,
server_1,21:27:50,21:28:20,51.16,59.91,
server_1,21:28:00,21:28:30,62.33,73.74,
server_1,21:28:10,21:28:40,61.51,89.07,
server_1,21:28:20,21:28:50,61.62,78.3,
server_1,21:28:30,21:29:00,56.45,71.25,
server_1,21:28:40,21:29:10,55.62,58.33,
server_1,21:28:50,21:29:20,44.87,61.02,
server_1,21:29:00,21:29:30,38.05,55.8,
server_1,21:29:10,21:29:40,38.08,55.28,
server_1,21:29:20,21:29:50,51.3,57.39,
server_1,21:29:30,21:30:00,50.37,54.76,
server_1,21:29:40,21:30:10,49.32,55.75,
server_1,21:29:50,21:30:20,46.29,51.84,
server_1,21:30:00,21:30:30,44.74,47.65,
server_1,21:30:10,21:30:40,40.77,43.33,
server_1,21:30:20,21:30:50,42.34,54.64,
server_1,21:30:30,21:31:00,50.79,76.51,
server_1,21:30:40,21:31:10,66.61,88.22,
server_1,21:30:50,21:31:20,73.13,87.44,
server_1,21:31:00,21:31:30,74.81,76.81,
server_1,21:31:10,21:31:40,64.14,68.69,
server_1,21:31:20,21:31:50,56.85,47.65,
server_1,21:31:30,21:32:00,49.48,42.31,
server_1,21:31:40,21:32:10,49.41,41.37,
server_1,21:31:50,21:32:20,49.29,35.55,
server_1,21:32:00,21:32:30,54.28,38.61,
server_1,21:32:10,21:32:40,54.27,41.8,
server_1,21:32:20,21:32:50,62.43,52.07,
server_1,21:32:30,21:33:00,63.9,54.23,
server_1,21:32:40,21:33:10,73.32,58.07,
server_1,21:32:50,21:33:20,61.57,73.75,
server_1,21:33:00,21:33:30,68.84,73.55,
server_1,21:33:10,21:33:40,59.64,63.21,
server_1,21:33:20,21:33:50,70.52,45.18,
server_1,21:33:30,21:34:00,66.28,48.29,
server_1,21:33:40,21:34:10,69.32,54.79,
server_1,21:33:50,21:34:20,56.48,56.68,
server_1,21:34:00,21:34:30,54.12,57.16,
server_1,21:34:10,21:34:40,45.66,62.27,
server_1,21:34:20,21:34:50,61.76,63.75,
server_1,21:34:30,21:35:00,59.23,54.5,
server_1,21:34:40,21:35:10,56.07,52.67,
server_1,21:34:50,21:35:20,56.14,39.23,
server_1,21:35:00,21:35:30,53.72,45.37,
server_1,21:35:10,21:35:40,57.91,35.14,
server_1,21:35:20,21:35:50,34.5,55.84,
server_1,21:35:30,21:36:00,38.63,49.01,
server_1,21:35:40,21:36:10,40.86,51.48,
server_1,21:35:50,21:36:20,53.81,59.1,
server_1,21:36:00,21:36:30,47.78,60.82,
server_1,21:36:10,21:36:40,49.88,57.54,
server_1,21:36:20,21:36:50,55.53,44.23,
server_1,21:36:30,21:37:00,56.29,42.2,
server_1,21:36:40,21:37:10,59.04,48.74,
server_1,21:36:50,21:37:20,53,50.02,
server_1,21:37:00,21:37:30,48.86,60.78,
server_1,21:37:10,21:37:40,47.81,51.55,
server_1,21:37:20,21:37:50,47.95,57.05,
server_1,21:37:30,21:38:00,52.07,64.51,
server_1,21:37:40,21:38:10,51.64,73.04,
server_1,21:37:50,21:38:20,54.7,67.45,
server_1,21:38:00,21:38:30,57.48,46.82,
server_1,21:38:10,21:38:40,50.45,39.74,
server_1,21:38:20,21:38:50,33.77,41.82,
server_1,21:38:30,21:39:00,39.85,50.02,
server_1,21:38:40,21:39:10,44.11,57.84,
server_1,21:38:50,21:39:20,62.42,48.3,
server_1,21:39:00,21:39:30,60.58,48.72,
server_1,21:39:10,21:39:40,62.85,48.7,
server_1,21:39:20,21:39:50,64.46,50.74,
server_1,21:39:30,21:40:00,64.34,52.45,
server_1,21:39:40,21:40:10,71.14,42.49,
server_1,21:39:50,21:40:20,69.77,51.78,
server_1,21:40:00,21:40:30,74.34,44.9,
server_1,21:40:10,21:40:40,72.6,49.13,
server_1,21:40:20,21:40:50,60.98,36.96,
server_1,21:40:30,21:41:00,67.12,36.99,
server_1,21:40:40,21:41:10,64.01,43.2,
server_1,21:40:50,21:41:20,67.29,52.16,
server_1,21:41:00,21:41:30,55.61,50.93,
server_1,21:41:10,21:41:40,60.07,57.48,
server_1,21:41:20,21:41:50,57.36,53.9,
server_1,21:41:30,21:42:00,50.75,60.46,
server_1,21:41:40,21:42:10,45.51,41.39,
server_1,21:41:50,21:42:20,58.74,42.38,
server_1,21:42:00,21:42:30,64.67,40.59,
server_1,21:42:10,21:42:40,71.69,42.69,
server_1,21:42:20,21:42:50,61.25,38.09,
server_1,21:42:30,21:43:00,58.8,40.05,
server_1,21:42:40,21:43:10,46.38,47.37,
server_1,21:42:50,21:43:20,41.31,58.25,
server_1,21:43:00,21:43:30,40.41,53.69,
server_1,21:43:10,21:43:40,44.66,51.59,
server_1,21:43:20,21:43:50,56.44,41.7,
server_1,21:43:30,21:44:00,60.75,45,
server_1,21:43:40,21:44:10,54.25,40.94,
server_1,21:43:50,21:44:20,45.93,54,
server_1,21:44:00,21:44:30,41.04,52.75,
server_1,21:44:10,21:44:40,55.21,57.95,
server_1,21:44:20,21:44:50,60.52,46.1,
server_1,21:44:30,21:45:00,53.54,37.96,
server_1,21:44:40,21:45:10,38.21,27.97,
server_1,21:44:50,21:45:20,48.42,42.93,
server_1,21:45:00,21:45:30,46.99,43.61,
server_1,21:45:10,21:45:40,64.38,66.38,
server_1,21:45:20,21:45:50,52.94,55.84,
server_1,21:45:30,21:46:00,62.78,62.18,
server_1,21:45:40,21:46:10,49.61,53.4,
server_1,21:45:50,21:46:20,47.84,50.85,
server_1,21:46:00,21:46:30,54.99,60.78,
server_1,21:46:10,21:46:40,50.67,54.04,
server_1,21:46:20,21:46:50,54.86,47.55,
server_1,21:46:30,21:47:00,44.96,32.21,
server_1,21:46:40,21:47:10,50.99,32.71,
server_1,21:46:50,21:47:20,39.77,44.95,
server_1,21:47:00,21:47:30,43.35,51.58,
server_1,21:47:10,21:47:40,54.19,67.7,
server_1,21:47:20,21:47:50,64.42,75.04,
server_1,21:47:30,21:48:00,62.54,85.94,
server_1,21:47:40,21:48:10,51.78,75.19,
server_1,21:47:50,21:48:20,43.27,71.86,
server_1,21:48:00,21:48:30,38.16,71.54,
server_1,21:48:10,21:48:40,33.1,63.86,
server_1,21:48:20,21:48:50,36.99,54.34,
server_1,21:48:30,21:49:00,34.78,40.33,
server_1,21:48:40,21:49:10,40.49,43.94,
server_1,21:48:50,21:49:20,54.67,47.2,
server_1,21:49:00,21:49:30,68.58,54.76,
server_1,21:49:10,21:49:40,75.12,51.95,
server_1,21:49:20,21:49:50,59.14,48.05,
server_1,21:49:30,21:50:00,58.47,52.4,
server_1,21:49:40,21:50:10,56.88,61.51,
server_1,21:49:50,21:50:20,75.91,61.58,
server_1,21:50:00,21:50:30,77.45,58.87,
server_1,21:50:10,21:50:40,77.78,58.23,
server_1,21:50:20,21:50:50,65.54,45.56,
server_1,21:50:30,21:51:00,53.61,38.67,
server_1,21:50:40,21:51:10,48.29,31.64,
server_1,21:50:50,21:51:20,38.17,39.5,
server_1,21:51:00,21:51:30,43.79,42.46,
server_1,21:51:10,21:51:40,43.13,47.99,
server_1,21:51:20,21:51:50,47.01,57.06,
server_1,21:51:30,21:52:00,50.99,57.97,
server_1,21:51:40,21:52:10,55.49,55.98,
server_1,21:51:50,21:52:20,62.41,61.18,
server_1,21:52:00,21:52:30,68.25,50.08,
server_1,21:52:10,21:52:40,60.39,44.38,
server_1,21:52:20,21:52:50,61.68,37.2,
server_1,21:52:30,21:53:00,47.8,42.14,
server_1,21:52:40,21:53:10,46.21,56.01,
server_1,21:52:50,21:53:20,41.65,55.85,
server_1,21:53:00,21:53:30,43.2,60.66,
server_1,21:53:10,21:53:40,55.27,63.91,
server_1,21:53:20,21:53:50,47.26,66.95,
server_1,21:53:30,21:54:00,47.03,66.58,
server_1,21:53:40,21:54:10,36.05,66.19,
server_1,21:53:50,21:54:20,39.49,68.38,
server_1,21:54:00,21:54:30,49.29,60.36,
server_1,21:54:10,21:54:40,55.71,51,
server_1,21:54:20,21:54:50,67.13,52.64,
server_1,21:54:30,21:55:00,57.89,60.49,
server_1,21:54:40,21:55:10,52.82,54.81,
server_1,21:54:50,21:55:20,44.69,46.71,
server_1,21:55:00,21:55:30,54.33,48.87,
server_1,21:55:10,21:55:40,58.25,57,
server_1,21:55:20,21:55:50,62.88,48.77,
server_1,21:55:30,21:56:00,60.02,51.48,
server_1,21:55:40,21:56:10,65.3,52.21,
server_1,21:55:50,21:56:20,56.4,65.95,
server_1,21:56:00,21:56:30,60.05,71.15,
server_1,21:56:10,21:56:40,52.56,67.46,
server_1,21:56:20,21:56:50,56.48,63.56,
server_1,21:56:30,21:57:00,42.97,61.27,
server_1,21:56:40,21:57:10,32.93,67.02,
server_1,21:56:50,21:57:20,37.06,57.86,
server_1,21:57:00,21:57:30,50.96,59.59,
server_1,21:57:10,21:57:40,58.31,48.01,
server_1,21:57:20,21:57:50,51.04,62.22,
server_1,21:57:30,21:58:00,46.81,45.05,
server_1,21:57:40,21:58:10,57.5,59.07,
server_1,21:57:50,21:58:20,64.59,43.22,
server_1,21:58:00,21:58:30,69.4,42.7,
server_1,21:58:10,21:58:40,66.15,36.11,
server_1,21:58:20,21:58:50,71.29,51.91,
server_1,21:58:30,21:59:00,64.42,72.45,
server_1,21:58:40,21:59:10,67.86,78.37,
server_1,21:58:50,21:59:20,48.76,76,
server_1,21:59:00,21:59:30,58.95,62.31,
server_1,21:59:10,21:59:40,50.45,55.55,
server_1,21:59:20,21:59:50,56.11,58.98,
server_1,21:59:30,22:00:00,48.36,59.21,
server_1,21:59:40,22:00:10,48.75,60.71,
server_1,21:59:50,22:00:20,52.75,54.75,
server_1,22:00:00,22:00:30,43,50.65,
server_1,22:00:10,22:00:40,55.33,44.37,
server_1,22:00:20,22:00:50,68.95,29.57,
server_1,22:00:30,22:01:00,81.81,25.73,CPU spike suspected
server_1,22:00:40,22:01:10,68.37,24.25,
server_1,22:00:50,22:01:20,64.14,44.67,
server_1,22:01:00,22:01:30,48.36,59.38,
server_1,22:01:10,22:01:40,57.25,70.09,
server_1,22:01:20,22:01:50,53.88,68.59,
server_1,22:01:30,22:02:00,57.72,69.69,
server_1,22:01:40,22:02:10,52.1,65.31,
server_1,22:01:50,22:02:20,51.93,63.7,
server_1,22:02:00,22:02:30,60.71,50.1,
server_1,22:02:10,22:02:40,56.76,45.75,
server_1,22:02:20,22:02:50,58.02,48.3,
server_1,22:02:30,22:03:00,57.15,43.68,
server_1,22:02:40,22:03:10,63.58,49.87,
server_1,22:02:50,22:03:20,56.1,40.44,
server_1,22:03:00,22:03:30,44.78,59.31,
server_1,22:03:10,22:03:40,33.84,61.47,
server_1,22:03:20,22:03:50,43.37,67.8,
server_1,22:03:30,22:04:00,47.91,57.64,
server_1,22:03:40,22:04:10,63.85,51.62,
server_1,22:03:50,22:04:20,52.97,47.99,
server_1,22:04:00,22:04:30,57.09,42.57,
server_1,22:04:10,22:04:40,63.04,56.17,
server_1,22:04:20,22:04:50,62.26,61.37,
server_1,22:04:30,22:05:00,54.76,78.19,
server_1,22:04:40,22:05:10,50.75,77.82,
server_1,22:04:50,22:05:20,64.51,78.66,
server_1,22:05:00,22:05:30,70.53,67.28,
server_1,22:05:10,22:05:40,63.39,68.51,
server_1,22:05:20,22:05:50,55.78,66.51,
server_1,22:05:30,22:06:00,56.29,69.01,
server_1,22:05:40,22:06:10,55.13,54.57,
server_1,22:05:50,22:06:20,58.87,41.73,
server_1,22:06:00,22:06:30,57.76,45.66,
server_1,22:06:10,22:06:40,63.47,50.45,
server_1,22:06:20,22:06:50,58.17,64.41,
server_1,22:06:30,22:07:00,53.57,51.15,
server_1,22:06:40,22:07:10,41.03,53.11,
server_1,22:06:50,22:07:20,43.24,51.26,
server_1,22:07:00,22:07:30,47.02,55.07,
server_1,22:07:10,22:07:40,60.94,58.93,
server_1,22:07:20,22:07:50,68.41,62.51,
server_1,22:07:30,22:08:00,75.58,74.18,
server_1,22:07:40,22:08:10,66.27,61.71,
server_1,22:07:50,22:08:20,64.56,66.94,
server_1,22:08:00,22:08:30,62.47,59.99,
server_1,22:08:10,22:08:40,51.99,67.06,
server_1,22:08:20,22:08:50,38.4,59.2,
server_1,22:08:30,22:09:00,31.52,54.37,
server_1,22:08:40,22:09:10,31.26,53.42,
server_1,22:08:50,22:09:20,27.53,52.57,
server_1,22:09:00,22:09:30,33.93,61.03,
server_1,22:09:10,22:09:40,43.12,57.86,
server_1,22:09:20,22:09:50,51.35,69.11,
server_1,22:09:30,22:10:00,50.88,67.57,
server_1,22:09:40,22:10:10,45.75,65.21,
server_1,22:09:50,22:10:20,51.25,54.28,
server_1,22:10:00,22:10:30,51.9,54.53,
server_1,22:10:10,22:10:40,64.23,47.14,
server_1,22:10:20,22:10:50,68.77,54.29,
server_1,22:10:30,22:11:00,55.83,58.78,
server_1,22:10:40,22:11:10,59.38,71.74,
server_1,22:10:50,22:11:20,50.34,62.48,
server_1,22:11:00,22:11:30,61.82,69.79,
server_1,22:11:10,22:11:40,63.34,63.08,
server_1,22:11:20,22:11:50,61.99,56.69,
server_1,22:11:30,22:12:00,68.48,33.86,
server_1,22:11:40,22:12:10,56.48,39.94,
server_1,22:11:50,22:12:20,56.61,46.59,
server_1,22:12:00,22:12:30,45.3,63.23,
server_1,22:12:10,22:12:40,53.53,57.47,
server_1,22:12:20,22:12:50,54.3,59.84,
server_1,22:12:30,22:13:00,52.05,45.58,
server_1,22:12:40,22:13:10,47.36,52.18,
server_1,22:12:50,22:13:20,50.47,49.31,
server_1,22:13:00,22:13:30,52.7,52.71,
server_1,22:13:10,22:13:40,42.69,42.51,
server_1,22:13:20,22:13:50,48.28,40.65,
server_1,22:13:30,22:14:00,55.32,42.37,
server_1,22:13:40,22:14:10,62.37,45.79,
server_1,22:13:50,22:14:20,51.11,52.89,
server_1,22:14:00,22:14:30,50.14,45.3,
server_1,22:14:10,22:14:40,50.75,51.81,
server_1,22:14:20,22:14:50,62.39,51.17,
server_1,22:14:30,22:15:00,52,65.75,
server_1,22:14:40,22:15:10,45.2,67.69,
server_1,22:14:50,22:15:20,39.78,63.32,
server_1,22:15:00,22:15:30,39.75,54.48,
server_1,22:15:10,22:15:40,54.92,44.73,
server_1,22:15:20,22:15:50,57.51,49.2,
server_1,22:15:30,22:16:00,75.05,48.77,
server_1,22:15:40,22:16:10,65.79,49.58,
server_1,22:15:50,22:16:20,51.35,38.64,
server_1,22:16:00,22:16:30,44.28,44.25,
server_1,22:16:10,22:16:40,46.38,53.48,
server_1,22:16:20,22:16:50,49.55,55.93,
server_1,22:16:30,22:17:00,45.4,56.57,
server_1,22:16:40,22:17:10,50.64,44.84,
server_1,22:16:50,22:17:20,55.03,46.14,
server_1,22:17:00,22:17:30,68.99,57.49,
server_1,22:17:10,22:17:40,72.12,62.55,
server_1,22:17:20,22:17:50,74.45,78.05,
server_1,22:17:30,22:18:00,67.9,71.36,
server_1,22:17:40,22:18:10,63.11,64.97,
server_1,22:17:50,22:18:20,73.18,42.68,
server_1,22:18:00,22:18:30,69.69,34.6,
server_1,22:18:10,22:18:40,63.24,37.72,
server_1,22:18:20,22:18:50,53.01,45.2,
server_1,22:18:30,22:19:00,45.72,41.97,
server_1,22:18:40,22:19:10,55.92,51.25,
server_1,22:18:50,22:19:20,57.88,63.06,
server_1,22:19:00,22:19:30,55.74,63.15,
server_1,22:19:10,22:19:40,45.64,56.6,
server_1,22:19:20,22:19:50,49.41,52.29,
server_1,22:19:30,22:20:00,48.33,46.46,
server_1,22:19:40,22:20:10,53.39,45.83,
server_1,22:19:50,22:20:20,43.23,36.57,
server_1,22:20:00,22:20:30,54.25,47.62,
server_1,22:20:10,22:20:40,53.36,52.98,
server_1,22:20:20,22:20:50,52.24,50.37,
server_1,22:20:30,22:21:00,39.74,57.15,
server_1,22:20:40,22:21:10,30.49,45.88,
server_1,22:20:50,22:21:20,33.1,49.61,
server_1,22:21:00,22:21:30,39.87,41.16,
server_1,22:21:10,22:21:40,47.86,50.7,
server_1,22:21:20,22:21:50,50.45,59.61,
server_1,22:21:30,22:22:00,66.87,60.5,
server_1,22:21:40,22:22:10,72.77,49.36,
server_1,22:21:50,22:22:20,68.84,38.93,
server_1,22:22:00,22:22:30,49.1,44.36,
server_1,22:22:10,22:22:40,43.21,55.01,
server_1,22:22:20,22:22:50,46.19,57.32,
server_1,22:22:30,22:23:00,55.23,43.14,
server_1,22:22:40,22:23:10,56.94,42.7,
server_1,22:22:50,22:23:20,48.99,41.99,
server_1,22:23:00,22:23:30,43.56,50.75,
server_1,22:23:10,22:23:40,37.43,56.22,
server_1,22:23:20,22:23:50,42.45,59.11,
server_1,22:23:30,22:24:00,41.21,55.62,
server_1,22:23:40,22:24:10,51.35,38.48,
server_1,22:23:50,22:24:20,64.73,41.25,
server_1,22:24:00,22:24:30,72.32,45.99,
server_1,22:24:10,22:24:40,71.21,56.21,
server_1,22:24:20,22:24:50,53.65,54.02,
server_1,22:24:30,22:25:00,57.52,50.55,
server_1,22:24:40,22:25:10,50.25,56.21,
server_1,22:24:50,22:25:20,59.96,57.87,
